year,age,cohort,sex,race,educ,realinc,gunlaw,grass,wtssall,age2,educ2
1984,59.0,1925.0,1,1,16.0,33016.0,1.0,2.0,1.0331,3481.0,256.0
1984,43.0,1941.0,2,1,15.0,12381.0,1.0,2.0,1.0331,1849.0,225.0
1984,32.0,1952.0,2,1,12.0,15132.0,1.0,2.0,1.0331,1024.0,144.0
1984,58.0,1926.0,2,1,12.0,46773.0,1.0,2.0,1.5496,3364.0,144.0
1984,47.0,1937.0,1,1,12.0,33016.0,2.0,2.0,1.5496,2209.0,144.0
1984,39.0,1945.0,1,1,14.0,46773.0,1.0,2.0,1.0331,1521.0,196.0
1984,32.0,1952.0,2,1,12.0,92858.0,1.0,2.0,1.0331,1024.0,144.0
1984,79.0,1905.0,2,1,4.0,,1.0,2.0,1.0331,6241.0,16.0
1984,61.0,1923.0,2,1,12.0,17884.0,1.0,2.0,1.5496,3721.0,144.0
1984,29.0,1955.0,1,1,15.0,23386.0,2.0,1.0,1.0331,841.0,225.0
1984,58.0,1926.0,2,1,12.0,6053.0,1.0,2.0,1.0331,3364.0,144.0
1984,41.0,1943.0,2,1,14.0,46773.0,1.0,2.0,1.0331,1681.0,196.0
1984,43.0,1941.0,1,1,12.0,33016.0,1.0,2.0,1.0331,1849.0,144.0
1984,34.0,1950.0,1,1,19.0,33016.0,1.0,2.0,0.5165,1156.0,361.0
1984,38.0,1946.0,1,1,4.0,33016.0,1.0,2.0,0.5165,1444.0,16.0
1984,62.0,1922.0,2,1,16.0,25587.0,1.0,2.0,1.0331,3844.0,256.0
1984,28.0,1956.0,1,1,16.0,12381.0,1.0,2.0,1.0331,784.0,256.0
1984,21.0,1963.0,2,1,12.0,,2.0,,2.0661,441.0,144.0
1984,72.0,1912.0,1,1,10.0,15132.0,1.0,2.0,2.0661,5184.0,100.0
1984,76.0,1908.0,2,1,12.0,23386.0,2.0,2.0,0.5165,5776.0,144.0
1984,36.0,1948.0,2,1,12.0,17884.0,1.0,2.0,1.0331,1296.0,144.0
1984,25.0,1959.0,2,2,12.0,9905.0,1.0,1.0,0.5165,625.0,144.0
1984,36.0,1948.0,2,1,15.0,15132.0,2.0,2.0,1.0331,1296.0,225.0
1984,27.0,1957.0,2,1,4.0,2201.0,2.0,1.0,1.0331,729.0,16.0
1984,35.0,1949.0,1,1,18.0,92858.0,1.0,1.0,1.0331,1225.0,324.0
1984,23.0,1961.0,2,1,13.0,,1.0,2.0,2.0661,529.0,169.0
1984,27.0,1957.0,1,1,12.0,33016.0,2.0,1.0,1.0331,729.0,144.0
1984,78.0,1906.0,2,1,8.0,4952.0,1.0,2.0,1.0331,6084.0,64.0
1984,18.0,1966.0,1,1,11.0,,1.0,2.0,1.5496,324.0,121.0
1984,33.0,1951.0,2,1,20.0,23386.0,1.0,2.0,0.5165,1089.0,400.0
1984,25.0,1959.0,2,1,13.0,92858.0,1.0,2.0,2.0661,625.0,169.0
1984,82.0,1902.0,2,1,8.0,6053.0,,2.0,1.0331,6724.0,64.0
1984,32.0,1952.0,2,1,13.0,23386.0,1.0,2.0,1.5496,1024.0,169.0
1984,25.0,1959.0,2,3,11.0,12381.0,1.0,,1.0331,625.0,121.0
1984,25.0,1959.0,2,1,16.0,33016.0,1.0,2.0,1.0331,625.0,256.0
1984,38.0,1946.0,1,1,17.0,33016.0,1.0,2.0,1.0331,1444.0,289.0
1984,46.0,1938.0,1,1,12.0,92858.0,2.0,2.0,1.0331,2116.0,144.0
1984,34.0,1950.0,1,1,18.0,46773.0,1.0,2.0,1.0331,1156.0,324.0
1984,25.0,1959.0,2,1,13.0,,1.0,1.0,1.0331,625.0,169.0
1984,70.0,1914.0,1,1,16.0,92858.0,1.0,1.0,1.0331,4900.0,256.0
1984,36.0,1948.0,1,1,18.0,,1.0,1.0,1.0331,1296.0,324.0
1984,42.0,1942.0,2,1,14.0,33016.0,1.0,,2.0661,1764.0,196.0
1984,44.0,1940.0,2,1,12.0,33016.0,1.0,2.0,1.5496,1936.0,144.0
1984,55.0,1929.0,2,1,12.0,46773.0,1.0,2.0,1.0331,3025.0,144.0
1984,74.0,1910.0,1,3,4.0,8254.0,1.0,2.0,1.0331,5476.0,16.0
1984,56.0,1928.0,1,1,10.0,33016.0,1.0,2.0,1.0331,3136.0,100.0
1984,21.0,1963.0,2,1,12.0,33016.0,1.0,2.0,2.0661,441.0,144.0
1984,56.0,1928.0,1,1,12.0,12381.0,1.0,2.0,1.0331,3136.0,144.0
1984,43.0,1941.0,1,1,12.0,4952.0,2.0,2.0,1.0331,1849.0,144.0
1984,26.0,1958.0,2,1,13.0,33016.0,1.0,2.0,1.0331,676.0,169.0
1984,43.0,1941.0,2,2,16.0,20635.0,1.0,2.0,0.5165,1849.0,256.0
1984,40.0,1944.0,2,1,13.0,46773.0,1.0,2.0,1.0331,1600.0,169.0
1984,65.0,1919.0,1,1,14.0,8254.0,1.0,2.0,0.5165,4225.0,196.0
1984,54.0,1930.0,1,1,12.0,33016.0,2.0,1.0,1.5496,2916.0,144.0
1984,61.0,1923.0,1,1,12.0,,1.0,2.0,1.0331,3721.0,144.0
1984,42.0,1942.0,1,1,12.0,33016.0,2.0,2.0,1.5496,1764.0,144.0
1984,25.0,1959.0,2,1,16.0,23386.0,1.0,2.0,1.0331,625.0,256.0
1984,47.0,1937.0,2,1,12.0,33016.0,1.0,1.0,1.0331,2209.0,144.0
1984,26.0,1958.0,2,1,16.0,33016.0,1.0,2.0,1.0331,676.0,256.0
1984,67.0,1917.0,1,1,12.0,92858.0,1.0,2.0,1.0331,4489.0,144.0
1984,57.0,1927.0,2,1,12.0,33016.0,1.0,2.0,1.0331,3249.0,144.0
1984,52.0,1932.0,1,1,12.0,15132.0,1.0,2.0,1.0331,2704.0,144.0
1984,40.0,1944.0,2,1,13.0,46773.0,1.0,2.0,1.0331,1600.0,169.0
1984,25.0,1959.0,1,1,12.0,33016.0,1.0,2.0,1.5496,625.0,144.0
1984,33.0,1951.0,2,1,16.0,33016.0,1.0,2.0,1.5496,1089.0,256.0
1984,50.0,1934.0,2,1,15.0,25587.0,2.0,2.0,2.0661,2500.0,225.0
1984,38.0,1946.0,1,2,14.0,15132.0,1.0,2.0,0.5165,1444.0,196.0
1984,27.0,1957.0,2,1,12.0,15132.0,2.0,2.0,1.0331,729.0,144.0
1984,60.0,1924.0,2,1,12.0,,2.0,,1.0331,3600.0,144.0
1984,19.0,1965.0,1,1,12.0,,2.0,1.0,2.0661,361.0,144.0
1984,18.0,1966.0,1,1,11.0,,1.0,2.0,1.5496,324.0,121.0
1984,23.0,1961.0,1,1,17.0,9905.0,1.0,2.0,1.5496,529.0,289.0
1984,35.0,1949.0,1,1,13.0,3852.0,1.0,2.0,1.0331,1225.0,169.0
1984,75.0,1909.0,1,1,8.0,15132.0,1.0,2.0,1.5496,5625.0,64.0
1984,44.0,1940.0,1,1,12.0,46773.0,1.0,2.0,1.5496,1936.0,144.0
1984,28.0,1956.0,1,1,16.0,12381.0,1.0,2.0,1.0331,784.0,256.0
1984,37.0,1947.0,1,1,10.0,33016.0,1.0,1.0,1.0331,1369.0,100.0
1984,34.0,1950.0,1,1,12.0,33016.0,1.0,2.0,1.0331,1156.0,144.0
1984,30.0,1954.0,2,2,16.0,33016.0,1.0,2.0,1.0331,900.0,256.0
1984,32.0,1952.0,1,1,12.0,15132.0,1.0,1.0,1.0331,1024.0,144.0
1984,42.0,1942.0,1,1,10.0,17884.0,2.0,1.0,0.5165,1764.0,100.0
1984,47.0,1937.0,1,2,10.0,20635.0,1.0,2.0,1.5496,2209.0,100.0
1984,32.0,1952.0,2,1,13.0,23386.0,1.0,2.0,1.5496,1024.0,169.0
1984,61.0,1923.0,1,1,11.0,33016.0,1.0,2.0,1.0331,3721.0,121.0
1984,58.0,1926.0,1,1,9.0,12381.0,2.0,,1.5496,3364.0,81.0
1984,24.0,1960.0,1,1,16.0,20635.0,2.0,2.0,0.5165,576.0,256.0
1984,46.0,1938.0,2,1,10.0,2201.0,1.0,2.0,0.5165,2116.0,100.0
1984,71.0,1913.0,1,1,8.0,15132.0,2.0,2.0,0.5165,5041.0,64.0
1984,68.0,1916.0,2,1,11.0,15132.0,1.0,2.0,1.0331,4624.0,121.0
1984,52.0,1932.0,1,1,14.0,46773.0,2.0,2.0,1.5496,2704.0,196.0
1984,57.0,1927.0,2,1,12.0,33016.0,1.0,2.0,1.0331,3249.0,144.0
1984,35.0,1949.0,1,1,16.0,23386.0,2.0,1.0,0.5165,1225.0,256.0
1984,57.0,1927.0,2,1,12.0,33016.0,1.0,2.0,2.5826,3249.0,144.0
1984,25.0,1959.0,1,1,12.0,15132.0,1.0,1.0,1.0331,625.0,144.0
1984,27.0,1957.0,2,1,12.0,92858.0,2.0,1.0,1.0331,729.0,144.0
1984,35.0,1949.0,1,1,16.0,20635.0,2.0,2.0,0.5165,1225.0,256.0
1984,41.0,1943.0,1,1,11.0,23386.0,1.0,2.0,1.0331,1681.0,121.0
1984,70.0,1914.0,1,2,6.0,6053.0,1.0,1.0,1.0331,4900.0,36.0
1984,43.0,1941.0,1,1,12.0,25587.0,2.0,1.0,1.0331,1849.0,144.0
1984,57.0,1927.0,2,1,12.0,33016.0,2.0,2.0,1.0331,3249.0,144.0
1984,38.0,1946.0,1,1,4.0,33016.0,1.0,2.0,0.5165,1444.0,16.0
1984,48.0,1936.0,2,1,9.0,,1.0,2.0,2.5826,2304.0,81.0
1984,34.0,1950.0,2,1,16.0,20635.0,1.0,1.0,1.0331,1156.0,256.0
1984,46.0,1938.0,2,1,12.0,33016.0,1.0,2.0,1.0331,2116.0,144.0
1984,81.0,1903.0,2,1,12.0,8254.0,1.0,2.0,0.5165,6561.0,144.0
1984,61.0,1923.0,2,1,6.0,12381.0,1.0,2.0,1.5496,3721.0,36.0
1984,44.0,1940.0,2,1,16.0,,1.0,2.0,1.0331,1936.0,256.0
1984,55.0,1929.0,1,1,14.0,92858.0,1.0,1.0,1.0331,3025.0,196.0
1984,35.0,1949.0,2,1,17.0,46773.0,1.0,1.0,0.5165,1225.0,289.0
1984,22.0,1962.0,1,1,12.0,12381.0,1.0,1.0,1.0331,484.0,144.0
1984,25.0,1959.0,1,1,12.0,33016.0,1.0,2.0,1.5496,625.0,144.0
1984,48.0,1936.0,2,1,12.0,46773.0,1.0,1.0,1.0331,2304.0,144.0
1984,81.0,1903.0,2,1,10.0,,1.0,2.0,0.5165,6561.0,100.0
1984,57.0,1927.0,1,1,10.0,92858.0,1.0,2.0,1.0331,3249.0,100.0
1984,33.0,1951.0,1,1,12.0,20635.0,1.0,1.0,1.0331,1089.0,144.0
1984,55.0,1929.0,1,2,12.0,20635.0,2.0,1.0,1.0331,3025.0,144.0
1984,56.0,1928.0,2,1,12.0,23386.0,1.0,2.0,1.0331,3136.0,144.0
1984,79.0,1905.0,2,1,4.0,,1.0,2.0,1.0331,6241.0,16.0
1984,60.0,1924.0,1,1,,25587.0,2.0,2.0,0.5165,3600.0,
1984,32.0,1952.0,2,1,12.0,33016.0,1.0,2.0,1.0331,1024.0,144.0
1984,21.0,1963.0,2,2,12.0,46773.0,1.0,2.0,1.5496,441.0,144.0
1984,62.0,1922.0,2,1,14.0,17884.0,1.0,1.0,1.0331,3844.0,196.0
1984,21.0,1963.0,2,2,12.0,46773.0,1.0,2.0,1.5496,441.0,144.0
1984,54.0,1930.0,1,1,7.0,550.0,2.0,2.0,0.5165,2916.0,49.0
1984,33.0,1951.0,2,1,12.0,,1.0,1.0,1.0331,1089.0,144.0
1984,23.0,1961.0,1,1,16.0,33016.0,1.0,2.0,1.5496,529.0,256.0
1984,32.0,1952.0,1,1,10.0,4952.0,2.0,2.0,1.0331,1024.0,100.0
1984,65.0,1919.0,2,2,16.0,12381.0,1.0,2.0,0.5165,4225.0,256.0
1984,36.0,1948.0,2,1,12.0,33016.0,,2.0,1.0331,1296.0,144.0
1984,47.0,1937.0,1,1,12.0,33016.0,2.0,2.0,1.5496,2209.0,144.0
1984,53.0,1931.0,2,1,9.0,25587.0,1.0,2.0,1.0331,2809.0,81.0
1984,40.0,1944.0,1,1,17.0,23386.0,1.0,1.0,1.0331,1600.0,289.0
1984,57.0,1927.0,2,1,12.0,33016.0,1.0,2.0,1.0331,3249.0,144.0
1984,42.0,1942.0,2,1,9.0,12381.0,1.0,2.0,1.5496,1764.0,81.0
1984,20.0,1964.0,1,1,12.0,2201.0,2.0,1.0,1.0331,400.0,144.0
1984,32.0,1952.0,2,1,13.0,25587.0,1.0,1.0,1.0331,1024.0,169.0
1984,66.0,1918.0,2,1,10.0,7153.0,1.0,2.0,1.0331,4356.0,100.0
1984,65.0,1919.0,1,1,18.0,33016.0,1.0,,1.0331,4225.0,324.0
1984,28.0,1956.0,1,1,16.0,12381.0,1.0,2.0,1.0331,784.0,256.0
1984,61.0,1923.0,1,1,11.0,9905.0,1.0,2.0,1.0331,3721.0,121.0
1984,57.0,1927.0,2,1,12.0,33016.0,1.0,2.0,1.0331,3249.0,144.0
1984,40.0,1944.0,1,1,6.0,25587.0,1.0,2.0,1.0331,1600.0,36.0
1984,36.0,1948.0,2,2,16.0,8254.0,1.0,1.0,1.5496,1296.0,256.0
1984,22.0,1962.0,1,1,12.0,,2.0,1.0,1.5496,484.0,144.0
1984,22.0,1962.0,1,1,12.0,,1.0,2.0,2.0661,484.0,144.0
1984,20.0,1964.0,2,1,12.0,12381.0,1.0,1.0,2.0661,400.0,144.0
1984,26.0,1958.0,1,1,11.0,20635.0,1.0,2.0,2.5826,676.0,121.0
1984,64.0,1920.0,1,1,12.0,15132.0,1.0,2.0,0.5165,4096.0,144.0
1984,28.0,1956.0,2,2,9.0,2201.0,2.0,2.0,0.5165,784.0,81.0
1984,28.0,1956.0,1,1,16.0,20635.0,2.0,2.0,0.5165,784.0,256.0
1984,26.0,1958.0,2,2,13.0,23386.0,1.0,1.0,1.0331,676.0,169.0
1984,21.0,1963.0,2,2,16.0,550.0,1.0,2.0,0.5165,441.0,256.0
1984,28.0,1956.0,2,1,12.0,20635.0,1.0,2.0,1.0331,784.0,144.0
1984,48.0,1936.0,2,2,12.0,6053.0,1.0,2.0,2.0661,2304.0,144.0
1984,68.0,1916.0,1,1,7.0,17884.0,1.0,2.0,0.5165,4624.0,49.0
1984,20.0,1964.0,1,1,11.0,33016.0,,2.0,1.5496,400.0,121.0
1984,23.0,1961.0,1,1,14.0,20635.0,1.0,2.0,1.0331,529.0,196.0
1984,39.0,1945.0,1,1,12.0,8254.0,1.0,2.0,2.0661,1521.0,144.0
1984,76.0,1908.0,1,1,8.0,23386.0,1.0,2.0,1.0331,5776.0,64.0
1984,68.0,1916.0,1,1,12.0,20635.0,1.0,2.0,1.0331,4624.0,144.0
1984,26.0,1958.0,1,1,11.0,20635.0,1.0,2.0,2.5826,676.0,121.0
1984,83.0,1901.0,2,1,14.0,25587.0,1.0,2.0,0.5165,6889.0,196.0
1984,28.0,1956.0,2,1,14.0,17884.0,1.0,1.0,0.5165,784.0,196.0
1984,24.0,1960.0,1,1,15.0,6053.0,1.0,2.0,1.0331,576.0,225.0
1984,36.0,1948.0,1,1,14.0,46773.0,2.0,1.0,2.0661,1296.0,196.0
1984,55.0,1929.0,1,1,9.0,20635.0,1.0,2.0,1.0331,3025.0,81.0
1984,26.0,1958.0,1,1,12.0,46773.0,2.0,2.0,1.0331,676.0,144.0
1984,21.0,1963.0,1,1,12.0,2201.0,1.0,2.0,1.0331,441.0,144.0
1984,43.0,1941.0,2,1,12.0,33016.0,1.0,2.0,1.5496,1849.0,144.0
1984,44.0,1940.0,2,1,13.0,46773.0,1.0,1.0,1.0331,1936.0,169.0
1984,20.0,1964.0,1,1,9.0,33016.0,2.0,2.0,2.5826,400.0,81.0
1984,21.0,1963.0,2,1,15.0,17884.0,1.0,1.0,2.0661,441.0,225.0
1984,82.0,1902.0,2,1,8.0,6053.0,,2.0,1.0331,6724.0,64.0
1984,29.0,1955.0,2,1,15.0,15132.0,1.0,1.0,0.5165,841.0,225.0
1984,26.0,1958.0,1,1,11.0,20635.0,1.0,2.0,2.5826,676.0,121.0
1984,74.0,1910.0,1,1,8.0,15132.0,2.0,2.0,0.5165,5476.0,64.0
1984,57.0,1927.0,2,1,12.0,33016.0,1.0,2.0,2.5826,3249.0,144.0
1984,28.0,1956.0,1,1,17.0,92858.0,1.0,1.0,1.5496,784.0,289.0
1984,77.0,1907.0,1,1,16.0,92858.0,2.0,2.0,1.0331,5929.0,256.0
1984,22.0,1962.0,1,1,16.0,33016.0,1.0,1.0,1.5496,484.0,256.0
1984,70.0,1914.0,2,1,12.0,,1.0,2.0,1.0331,4900.0,144.0
1984,62.0,1922.0,1,1,10.0,46773.0,1.0,2.0,1.0331,3844.0,100.0
1984,66.0,1918.0,2,1,10.0,23386.0,1.0,2.0,0.5165,4356.0,100.0
1984,41.0,1943.0,2,1,13.0,17884.0,2.0,1.0,1.0331,1681.0,169.0
1984,75.0,1909.0,1,1,8.0,15132.0,1.0,2.0,1.5496,5625.0,64.0
1984,19.0,1965.0,1,1,9.0,15132.0,1.0,2.0,2.0661,361.0,81.0
1984,30.0,1954.0,2,2,16.0,33016.0,1.0,2.0,1.0331,900.0,256.0
1984,26.0,1958.0,2,1,15.0,33016.0,1.0,2.0,1.0331,676.0,225.0
1984,38.0,1946.0,2,1,18.0,92858.0,1.0,2.0,1.0331,1444.0,324.0
1984,37.0,1947.0,1,1,14.0,,1.0,1.0,1.0331,1369.0,196.0
1984,33.0,1951.0,2,1,14.0,17884.0,1.0,2.0,1.0331,1089.0,196.0
1984,33.0,1951.0,2,1,12.0,20635.0,1.0,2.0,1.0331,1089.0,144.0
1984,25.0,1959.0,2,1,13.0,92858.0,1.0,2.0,2.0661,625.0,169.0
1984,55.0,1929.0,1,1,8.0,92858.0,2.0,2.0,1.0331,3025.0,64.0
1984,62.0,1922.0,2,1,16.0,25587.0,1.0,2.0,1.0331,3844.0,256.0
1984,33.0,1951.0,2,1,16.0,33016.0,1.0,2.0,1.5496,1089.0,256.0
1984,67.0,1917.0,2,1,12.0,12381.0,2.0,,0.5165,4489.0,144.0
1984,20.0,1964.0,2,2,12.0,,1.0,1.0,1.5496,400.0,144.0
1984,23.0,1961.0,1,1,16.0,20635.0,1.0,,0.5165,529.0,256.0
1984,24.0,1960.0,2,1,12.0,33016.0,1.0,1.0,1.0331,576.0,144.0
1984,41.0,1943.0,2,1,13.0,92858.0,2.0,2.0,1.5496,1681.0,169.0
1984,50.0,1934.0,2,2,10.0,25587.0,1.0,2.0,1.0331,2500.0,100.0
1984,80.0,1904.0,1,1,4.0,,2.0,2.0,1.0331,6400.0,16.0
1984,35.0,1949.0,2,1,14.0,23386.0,2.0,2.0,0.5165,1225.0,196.0
1984,83.0,1901.0,1,1,9.0,25587.0,2.0,,1.0331,6889.0,81.0
1984,44.0,1940.0,1,1,9.0,17884.0,2.0,1.0,1.0331,1936.0,81.0
1984,38.0,1946.0,1,1,20.0,33016.0,1.0,2.0,1.0331,1444.0,400.0
1984,34.0,1950.0,2,1,14.0,17884.0,1.0,1.0,0.5165,1156.0,196.0
1984,63.0,1921.0,2,1,13.0,92858.0,2.0,2.0,1.5496,3969.0,169.0
1984,65.0,1919.0,2,1,12.0,12381.0,1.0,2.0,0.5165,4225.0,144.0
1984,46.0,1938.0,2,1,12.0,46773.0,1.0,1.0,1.5496,2116.0,144.0
1984,65.0,1919.0,1,1,18.0,33016.0,1.0,,1.0331,4225.0,324.0
1984,37.0,1947.0,2,1,12.0,,1.0,2.0,1.0331,1369.0,144.0
1984,74.0,1910.0,1,1,10.0,,2.0,2.0,1.0331,5476.0,100.0
1984,31.0,1953.0,2,2,15.0,46773.0,2.0,2.0,1.0331,961.0,225.0
1984,45.0,1939.0,1,1,15.0,92858.0,2.0,2.0,1.5496,2025.0,225.0
1984,27.0,1957.0,1,1,10.0,15132.0,1.0,1.0,1.0331,729.0,100.0
1984,29.0,1955.0,2,2,13.0,4952.0,2.0,1.0,0.5165,841.0,169.0
1984,27.0,1957.0,1,1,14.0,15132.0,2.0,2.0,1.0331,729.0,196.0
1984,29.0,1955.0,2,2,12.0,33016.0,1.0,2.0,1.0331,841.0,144.0
1984,39.0,1945.0,1,1,14.0,12381.0,2.0,1.0,0.5165,1521.0,196.0
1984,42.0,1942.0,1,1,9.0,25587.0,2.0,2.0,1.0331,1764.0,81.0
1984,56.0,1928.0,2,1,5.0,23386.0,,2.0,1.0331,3136.0,25.0
1984,21.0,1963.0,2,1,15.0,2201.0,1.0,2.0,1.0331,441.0,225.0
1984,48.0,1936.0,1,1,12.0,46773.0,1.0,2.0,1.0331,2304.0,144.0
1984,41.0,1943.0,2,1,12.0,,2.0,2.0,1.0331,1681.0,144.0
1984,28.0,1956.0,2,1,12.0,17884.0,1.0,2.0,1.0331,784.0,144.0
1984,34.0,1950.0,2,1,12.0,46773.0,1.0,2.0,1.0331,1156.0,144.0
1984,44.0,1940.0,2,1,12.0,,1.0,2.0,1.5496,1936.0,144.0
1984,45.0,1939.0,2,1,18.0,92858.0,2.0,2.0,2.5826,2025.0,324.0
1984,32.0,1952.0,2,1,12.0,15132.0,1.0,2.0,1.0331,1024.0,144.0
1984,44.0,1940.0,2,2,8.0,12381.0,1.0,2.0,1.5496,1936.0,64.0
1984,50.0,1934.0,1,1,12.0,33016.0,2.0,2.0,1.0331,2500.0,144.0
1984,33.0,1951.0,2,1,12.0,25587.0,1.0,2.0,1.0331,1089.0,144.0
1984,55.0,1929.0,1,2,12.0,20635.0,2.0,1.0,1.0331,3025.0,144.0
1984,32.0,1952.0,2,1,12.0,15132.0,1.0,2.0,1.0331,1024.0,144.0
1984,52.0,1932.0,2,1,17.0,46773.0,2.0,2.0,3.0992,2704.0,289.0
1984,52.0,1932.0,2,1,12.0,46773.0,1.0,2.0,1.0331,2704.0,144.0
1984,32.0,1952.0,2,1,12.0,33016.0,1.0,2.0,1.0331,1024.0,144.0
1984,63.0,1921.0,2,1,3.0,,1.0,2.0,1.0331,3969.0,9.0
1984,57.0,1927.0,2,2,8.0,7153.0,2.0,2.0,1.0331,3249.0,64.0
1984,19.0,1965.0,2,1,13.0,23386.0,1.0,2.0,1.5496,361.0,169.0
1984,42.0,1942.0,1,1,12.0,12381.0,2.0,2.0,1.0331,1764.0,144.0
1984,46.0,1938.0,2,1,12.0,33016.0,2.0,2.0,1.5496,2116.0,144.0
1984,74.0,1910.0,1,2,8.0,12381.0,2.0,,1.0331,5476.0,64.0
1984,23.0,1961.0,2,1,15.0,3852.0,1.0,2.0,1.0331,529.0,225.0
1984,36.0,1948.0,2,1,17.0,92858.0,1.0,2.0,1.0331,1296.0,289.0
1984,70.0,1914.0,1,1,15.0,46773.0,1.0,2.0,1.0331,4900.0,225.0
1984,23.0,1961.0,2,1,13.0,33016.0,1.0,2.0,2.5826,529.0,169.0
1984,68.0,1916.0,2,1,11.0,15132.0,1.0,2.0,1.0331,4624.0,121.0
1984,25.0,1959.0,2,1,12.0,25587.0,1.0,1.0,1.0331,625.0,144.0
1984,51.0,1933.0,2,2,7.0,3852.0,2.0,2.0,1.0331,2601.0,49.0
1984,21.0,1963.0,2,1,14.0,92858.0,1.0,2.0,1.5496,441.0,196.0
1984,57.0,1927.0,2,1,12.0,17884.0,1.0,2.0,0.5165,3249.0,144.0
1984,63.0,1921.0,1,1,13.0,12381.0,1.0,2.0,0.5165,3969.0,169.0
1984,22.0,1962.0,2,1,12.0,15132.0,1.0,2.0,2.0661,484.0,144.0
1984,29.0,1955.0,1,1,16.0,33016.0,2.0,2.0,1.0331,841.0,256.0
1984,20.0,1964.0,2,1,13.0,6053.0,1.0,2.0,1.5496,400.0,169.0
1984,58.0,1926.0,2,1,10.0,550.0,1.0,2.0,1.0331,3364.0,100.0
1984,41.0,1943.0,1,1,17.0,92858.0,2.0,2.0,1.0331,1681.0,289.0
1984,45.0,1939.0,2,1,12.0,33016.0,1.0,2.0,1.0331,2025.0,144.0
1984,37.0,1947.0,1,1,10.0,33016.0,1.0,1.0,1.0331,1369.0,100.0
1984,37.0,1947.0,2,1,12.0,,1.0,2.0,1.0331,1369.0,144.0
1984,19.0,1965.0,1,1,11.0,33016.0,1.0,2.0,1.0331,361.0,121.0
1984,19.0,1965.0,1,1,12.0,,2.0,1.0,2.0661,361.0,144.0
1984,61.0,1923.0,2,2,8.0,15132.0,1.0,2.0,1.0331,3721.0,64.0
1984,61.0,1923.0,2,1,11.0,33016.0,2.0,2.0,1.0331,3721.0,121.0
1984,19.0,1965.0,1,1,11.0,15132.0,1.0,2.0,1.5496,361.0,121.0
1984,21.0,1963.0,2,1,11.0,6053.0,1.0,1.0,1.0331,441.0,121.0
1984,53.0,1931.0,1,2,12.0,33016.0,1.0,2.0,3.6157,2809.0,144.0
1984,72.0,1912.0,1,1,14.0,12381.0,2.0,2.0,1.0331,5184.0,196.0
1984,60.0,1924.0,1,1,12.0,12381.0,2.0,2.0,0.5165,3600.0,144.0
1984,32.0,1952.0,2,1,12.0,15132.0,1.0,2.0,1.0331,1024.0,144.0
1984,18.0,1966.0,1,1,11.0,46773.0,1.0,2.0,2.5826,324.0,121.0
1984,31.0,1953.0,1,1,12.0,17884.0,1.0,2.0,1.0331,961.0,144.0
1984,50.0,1934.0,2,1,15.0,25587.0,2.0,2.0,2.0661,2500.0,225.0
1984,57.0,1927.0,2,2,8.0,7153.0,2.0,2.0,1.0331,3249.0,64.0
1984,47.0,1937.0,1,1,16.0,92858.0,1.0,1.0,0.5165,2209.0,256.0
1984,74.0,1910.0,1,1,10.0,,2.0,2.0,1.0331,5476.0,100.0
1984,43.0,1941.0,2,1,16.0,33016.0,2.0,2.0,1.0331,1849.0,256.0
1984,38.0,1946.0,2,1,11.0,46773.0,1.0,1.0,2.0661,1444.0,121.0
1984,62.0,1922.0,2,1,12.0,33016.0,1.0,2.0,1.0331,3844.0,144.0
1984,27.0,1957.0,2,1,8.0,,1.0,2.0,1.0331,729.0,64.0
1984,31.0,1953.0,2,1,12.0,550.0,,,1.0331,961.0,144.0
1984,44.0,1940.0,1,1,9.0,25587.0,1.0,1.0,1.0331,1936.0,81.0
1984,35.0,1949.0,2,3,2.0,4952.0,,2.0,1.0331,1225.0,4.0
1984,38.0,1946.0,2,1,12.0,23386.0,2.0,2.0,1.0331,1444.0,144.0
1984,43.0,1941.0,2,1,13.0,,2.0,1.0,1.0331,1849.0,169.0
1984,55.0,1929.0,1,1,12.0,92858.0,1.0,2.0,1.5496,3025.0,144.0
1984,56.0,1928.0,1,1,10.0,33016.0,1.0,2.0,1.0331,3136.0,100.0
1984,29.0,1955.0,2,1,12.0,23386.0,2.0,2.0,1.0331,841.0,144.0
1984,84.0,1900.0,2,1,12.0,6053.0,1.0,2.0,1.0331,7056.0,144.0
1984,33.0,1951.0,2,1,15.0,23386.0,1.0,1.0,1.0331,1089.0,225.0
1984,64.0,1920.0,1,1,14.0,15132.0,2.0,2.0,1.0331,4096.0,196.0
1984,86.0,1898.0,2,1,16.0,,1.0,2.0,0.5165,7396.0,256.0
1984,35.0,1949.0,1,1,19.0,33016.0,1.0,1.0,1.0331,1225.0,361.0
1984,27.0,1957.0,1,1,19.0,15132.0,1.0,2.0,1.0331,729.0,361.0
1984,33.0,1951.0,2,1,16.0,33016.0,1.0,2.0,1.5496,1089.0,256.0
1984,27.0,1957.0,2,3,14.0,25587.0,1.0,1.0,1.0331,729.0,196.0
1984,35.0,1949.0,2,1,16.0,33016.0,2.0,2.0,1.5496,1225.0,256.0
1984,67.0,1917.0,2,3,15.0,23386.0,1.0,1.0,0.5165,4489.0,225.0
1984,58.0,1926.0,1,1,11.0,23386.0,1.0,2.0,1.5496,3364.0,121.0
1984,32.0,1952.0,2,1,13.0,25587.0,1.0,1.0,1.0331,1024.0,169.0
